canonical_smiles,molecule_chembl_id,standard_type,type,value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,CHEMBL348607,IC50,IC50,3.17,intermediate,392.2970000000002,4.1944000000000035,1.0,4.0,5.498940737782249
COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL313809,IC50,IC50,0.52,active,502.47400000000016,2.472200000000001,0.0,4.0,6.2839966563652006
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,CHEMBL87849,IC50,IC50,0.0026,active,436.5280000000001,5.208900000000005,0.0,4.0,8.585026652029182
COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL314398,IC50,IC50,0.12,active,548.5430000000002,2.567100000000001,0.0,5.0,6.920818753952375
COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],CHEMBL87373,IC50,IC50,0.11,active,462.40900000000005,1.4355,0.0,4.0,6.958607314841775
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL156931,IC50,IC50,3.36,intermediate,271.32,2.2616000000000005,1.0,4.0,5.473660722610156
COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL83005,IC50,IC50,0.09,active,520.4890000000001,1.6669999999999998,1.0,5.0,7.045757490560675
COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],CHEMBL315515,IC50,IC50,0.028,active,526.5370000000003,2.3110999999999997,0.0,5.0,7.552841968657781
COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],CHEMBL441632,IC50,IC50,0.9,active,422.34400000000005,0.5624999999999998,0.0,4.0,6.045757490560675
COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,CHEMBL87937,IC50,IC50,0.03,active,386.4930000000001,3.667900000000003,0.0,5.0,7.522878745280337
COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL441808,IC50,IC50,0.38,active,562.5700000000002,2.693200000000001,1.0,5.0,6.42021640338319
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,CHEMBL87649,IC50,IC50,0.006,active,424.56700000000006,5.131300000000005,0.0,5.0,8.221848749616356
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,CHEMBL160836,IC50,IC50,0.14,active,364.24300000000005,3.414200000000002,1.0,4.0,6.853871964321762
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,CHEMBL156861,IC50,IC50,0.18,active,350.216,3.0241000000000016,1.0,4.0,6.7447274948966935
COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],CHEMBL314766,IC50,IC50,0.054,active,500.4550000000002,0.9150000000000009,0.0,6.0,7.267606240177032
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,IC50,0.665,active,534.5160000000002,1.9129999999999998,1.0,5.0,6.1771783546968955
COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL88026,IC50,IC50,0.008,active,518.517,2.9422000000000015,0.0,4.0,8.096910013008056
COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL86233,IC50,IC50,10.0,inactive,476.48000000000013,2.5218000000000007,0.0,3.0,5.0
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,CHEMBL155350,IC50,IC50,0.16,active,319.7920000000001,3.3051000000000013,1.0,4.0,6.795880017344075
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL433041,IC50,IC50,0.009,active,359.5140000000002,4.114500000000003,1.0,4.0,8.045757490560675
CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL155863,IC50,IC50,3.84,intermediate,299.37399999999997,3.041800000000001,1.0,4.0,5.4156687756324695
C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87980,IC50,IC50,0.54,active,448.38200000000006,1.2114999999999998,0.0,4.0,6.267606240177032
CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,CHEMBL87441,IC50,IC50,0.007,active,400.5200000000001,4.058000000000003,0.0,5.0,8.154901959985743
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,IC50,0.043,active,534.5160000000002,1.9129999999999998,1.0,5.0,7.366531544420414
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,CHEMBL158946,IC50,IC50,0.06,active,364.24300000000005,3.3663000000000025,0.0,4.0,7.221848749616356
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,IC50,0.19,active,534.5160000000002,1.9129999999999998,1.0,5.0,6.721246399047171
COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL87550,IC50,IC50,2.67,intermediate,474.46400000000017,2.746500000000001,0.0,3.0,5.573488738635425
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],CHEMBL609440,IC50,IC50,0.0045,active,533.4000000000001,1.5750000000000004,0.0,7.0,8.346787486224656
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL350464,IC50,IC50,5.68,intermediate,285.34700000000004,2.651700000000001,1.0,4.0,5.245651664288981
COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],CHEMBL313271,IC50,IC50,0.032,active,553.4750000000001,2.4434000000000005,0.0,7.0,7.494850021680094
COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],CHEMBL423313,IC50,IC50,0.079,active,542.5360000000003,2.0837,0.0,6.0,7.102372908709558
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,CHEMBL309667,IC50,IC50,10.9,active,247.29799999999997,1.4073999999999998,3.0,4.0,7.962573502059376
C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL419470,IC50,IC50,22.1,active,309.369,3.3001000000000014,3.0,4.0,7.655607726314889
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,CHEMBL80221,IC50,IC50,161.0,active,351.45000000000005,3.3443000000000023,1.0,4.0,6.79317412396815
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,27.9,active,275.352,1.7739,1.0,4.0,7.554395796726403
Nc1c2c(nc3ccccc13)C1CCC2C1,CHEMBL431844,IC50,IC50,31.5,active,210.27999999999994,3.181700000000002,1.0,2.0,7.501689446210399
CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,CHEMBL80247,IC50,IC50,13.8,active,323.3960000000001,3.3244000000000016,2.0,4.0,7.860120913598763
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,CHEMBL418917,IC50,IC50,40.8,active,323.396,3.6423000000000014,2.0,4.0,7.38933983691012
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL77896,IC50,IC50,1090.0,intermediate,427.54800000000006,4.914700000000005,1.0,4.0,5.962573502059376
Nc1c2c(nc3c(Cl)cccc13)CCCC2,CHEMBL369661,IC50,IC50,68.9,active,232.71399999999997,3.3492000000000015,1.0,2.0,7.161780778092374
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,61.0,active,275.352,1.7739,1.0,4.0,7.214670164989233
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,IC50,2.33,active,379.50000000000017,4.361100000000004,0.0,4.0,8.63264407897398
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,CHEMBL74089,IC50,IC50,21.0,active,261.325,1.4317,2.0,4.0,7.6777807052660805
Nc1c2c(nc3cccc(Cl)c13)CCCC2,CHEMBL134057,IC50,IC50,9.4,active,232.7139999999999,3.3492000000000015,1.0,2.0,8.0268721464003
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,CHEMBL76640,IC50,IC50,9890.0,intermediate,275.352,1.7739,1.0,4.0,5.004803708402821
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,CHEMBL76241,IC50,IC50,330.0,active,351.45,3.3443000000000023,1.0,4.0,6.481486060122113
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,CHEMBL431784,IC50,IC50,56.7,active,261.32499999999993,1.7496,2.0,4.0,7.246416941107094
Nc1c2c(nc3ccccc13)CCCC2O,CHEMBL51934,IC50,IC50,164.0,active,214.26799999999994,2.1867000000000005,2.0,3.0,6.785156151952302
Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,CHEMBL352500,IC50,IC50,4.5,active,244.72499999999997,3.8351000000000015,1.0,2.0,8.346787486224656
Nc1c2c(nc3cc(Cl)ccc13)CCCC2,CHEMBL292314,IC50,IC50,1.8,active,232.71399999999994,3.3492000000000015,1.0,2.0,8.744727494896694
Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,CHEMBL355740,IC50,IC50,84.3,active,244.725,3.8351000000000015,1.0,2.0,7.074172425375258
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,IC50,24.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.619788758288394
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL75919,IC50,IC50,3500.0,intermediate,337.42300000000006,3.6666000000000025,1.0,4.0,5.455931955649724
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,33.5,active,198.26899999999992,2.695800000000001,1.0,2.0,7.474955192963154
C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL309351,IC50,IC50,231.0,active,309.369,3.3001000000000014,3.0,4.0,6.636388020107856
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,CHEMBL75743,IC50,IC50,1490.0,intermediate,247.29799999999997,1.4073999999999998,3.0,4.0,5.826813731587726
C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL76135,IC50,IC50,41130.0,inactive,489.6190000000002,6.807400000000007,1.0,4.0,4.385841290490825
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL440497,IC50,IC50,3560.0,intermediate,427.54800000000006,4.914700000000005,1.0,4.0,5.448550002027125
Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,CHEMBL368196,IC50,IC50,42.2,active,244.72499999999994,3.8351000000000015,1.0,2.0,7.374687549038326
Nc1c2c(nc3ccc(Cl)cc13)CCCC2,CHEMBL62084,IC50,IC50,743.0,active,232.7139999999999,3.3492000000000015,1.0,2.0,6.129011186239425
Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,CHEMBL172118,IC50,IC50,1100.0,intermediate,244.72499999999994,3.8351000000000015,1.0,2.0,5.958607314841775
Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202875,IC50,IC50,710.0,active,464.4370000000001,4.843600000000005,0.0,4.0,6.1487416512809245
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,143.0,active,198.26899999999992,2.695800000000001,1.0,2.0,6.844663962534939
Nc1c2c(nc3ccc(Cl)cc13)CCCC2,CHEMBL62084,IC50,IC50,3680.0,intermediate,232.7139999999999,3.3492000000000015,1.0,2.0,5.434152181326482
Nc1c2c(nc3cccc(Cl)c13)CCCC2,CHEMBL134057,IC50,IC50,39.0,active,232.7139999999999,3.3492000000000015,1.0,2.0,7.4089353929735005
Nc1c2c(nc3c1CCCO3)CCCC2,CHEMBL436367,IC50,IC50,455.0,active,204.27299999999994,1.8676000000000001,1.0,3.0,6.341988603342887
COc1cccc2nc3c(c(N)c12)CCCC3,CHEMBL132365,IC50,IC50,615.0,active,228.29499999999993,2.7044000000000006,1.0,3.0,6.211124884224583
Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,IC50,IC50,140.0,active,445.4380000000001,5.701400000000006,1.0,4.0,6.853871964321762
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1,CHEMBL1202865,IC50,IC50,120.0,active,503.5180000000003,5.365400000000004,1.0,4.0,6.920818753952375
Nc1c2c(nc3cccc(F)c13)OCCC2,CHEMBL133520,IC50,IC50,335.0,active,218.2309999999999,2.2811000000000003,1.0,3.0,6.474955192963154
Nc1c2c(nc3cnccc13)OCCC2,CHEMBL130373,IC50,IC50,42.0,active,201.22899999999996,1.537,1.0,4.0,7.376750709602099
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,95.0,active,198.26899999999992,2.695800000000001,1.0,2.0,7.022276394711152
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,CHEMBL1202884,IC50,IC50,190.0,active,487.4750000000002,5.516100000000005,1.0,4.0,6.721246399047171
Nc1c2c(nc3c1CCCC3)CCCC2,CHEMBL263198,IC50,IC50,360.0,active,202.30099999999993,2.4214,1.0,2.0,6.443697499232712
Cc1cccc2nc3c(c(N)c12)CCCC3,CHEMBL133906,IC50,IC50,99.0,active,212.29599999999994,3.004220000000002,1.0,2.0,7.00436480540245
Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,CHEMBL1204162,IC50,IC50,74.0,active,439.00300000000016,3.7810000000000024,1.0,3.0,7.130768280269024
Nc1c2c(nc3ccc(Cl)cc13)OCCC2,CHEMBL134240,IC50,IC50,9810.0,intermediate,234.68599999999992,2.7954000000000008,1.0,3.0,5.008330992620052
Nc1c2c(nc3cccc(F)c13)CCCC2,CHEMBL132030,IC50,IC50,78.0,active,216.2589999999999,2.834900000000001,1.0,2.0,7.107905397309519
Nc1c2c(nc3ncccc13)CCCC2,CHEMBL133448,IC50,IC50,429.0,active,199.25699999999995,2.0907999999999998,1.0,3.0,6.367542707815276
Nc1c2c(nc3c1CCC3)CCCC2,CHEMBL130880,IC50,IC50,658.0,active,188.27399999999994,2.0313,1.0,2.0,6.181774106386045
Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202874,IC50,IC50,470.0,active,462.4900000000001,6.381600000000006,0.0,4.0,6.327902142064283
Nc1c2c(nc3ncccc13)OCCC2,CHEMBL133441,IC50,IC50,6262.0,intermediate,201.22899999999996,1.537,1.0,4.0,5.2032869367191035
Nc1c2c(nc3cnccc13)CCCC2,CHEMBL130427,IC50,IC50,2600.0,intermediate,199.25699999999995,2.0907999999999998,1.0,3.0,5.585026652029182
COc1cccc2nc3c(c(N)c12)CCCO3,CHEMBL134154,IC50,IC50,606.0,active,230.26699999999994,2.1506,1.0,4.0,6.217527375833714
Nc1c2c(nc3ccccc13)OCCC2,CHEMBL132260,IC50,IC50,266.0,active,200.24099999999993,2.1420000000000003,1.0,3.0,6.575118363368933
Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204299,IC50,IC50,39.0,active,477.48000000000013,4.607020000000007,1.0,3.0,7.4089353929735005
CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,CHEMBL1204296,IC50,IC50,66.0,active,491.5070000000002,4.861000000000009,1.0,3.0,7.180456064458132
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,CHEMBL1202885,IC50,IC50,190.0,active,489.49100000000027,4.975300000000003,1.0,4.0,6.721246399047171
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,IC50,16.0,active,379.50000000000017,4.361100000000004,0.0,4.0,7.795880017344075
Nc1c2c(nc3cccc(Cl)c13)OCCC2,CHEMBL337453,IC50,IC50,313.0,active,234.68599999999992,2.7954000000000017,1.0,3.0,6.504455662453552
Nc1c2c(nc3c1CCCO3)CCC2,CHEMBL335922,IC50,IC50,1120.0,intermediate,190.24599999999995,1.4775,1.0,3.0,5.950781977329818
Cc1cccc2nc3c(c(N)c12)CCCO3,CHEMBL132619,IC50,IC50,150.0,active,214.26799999999994,2.4504200000000003,1.0,3.0,6.823908740944319
C=CC[N+](C)(C)c1cccc(OC)c1.[Br-],CHEMBL293316,IC50,IC50,10.0,inactive,272.186,-0.5478999999999994,0.0,1.0,5.0
C=CCC[N+](C)(C)c1ccccc1O.[Br-],CHEMBL61515,IC50,IC50,10.0,inactive,272.186,-0.46080000000000004,1.0,1.0,5.0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,IC50,0.002,active,303.19999999999993,-1.052299999999998,0.0,2.0,8.698970004336019
COc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],CHEMBL442361,IC50,IC50,10.0,inactive,322.246,0.4662999999999997,0.0,1.0,5.0
C[N+](C)(C)Cc1cccc(O)c1.[Br-],CHEMBL58034,IC50,IC50,10.0,inactive,246.14799999999997,-1.3975999999999984,1.0,1.0,5.0
COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],CHEMBL61965,IC50,IC50,10.0,inactive,486.4060000000001,1.7366,0.0,4.0,5.0
COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],CHEMBL59790,IC50,IC50,3.0,intermediate,408.33600000000007,0.7200000000000009,0.0,3.0,5.522878745280337
CC(=O)Oc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],CHEMBL62210,IC50,IC50,10.0,inactive,350.256,0.383,0.0,2.0,5.0
C=CC[N+](C)(C)c1ccc(OC(C)=O)cc1.[Br-],CHEMBL57003,IC50,IC50,10.0,inactive,300.19599999999997,-0.6311999999999989,0.0,2.0,5.0
C[N+](C)(Cc1ccccc1)c1ccccc1O.[Br-],CHEMBL291783,IC50,IC50,10.0,inactive,308.219,0.16329999999999983,1.0,1.0,5.0
C=CC[N+](C)(C)Cc1cccc(O)c1.[Br-],CHEMBL294498,IC50,IC50,10.0,inactive,272.18600000000004,-0.8413999999999988,1.0,1.0,5.0
COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],CHEMBL300170,IC50,IC50,1.3,intermediate,484.4340000000001,2.2904,0.0,3.0,5.886056647693163
C=CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL61312,IC50,IC50,3.0,intermediate,258.159,-0.8508999999999998,1.0,1.0,5.522878745280337
COc1cccc(C[N+](C)(C)Cc2ccccc2)c1.[Br-],CHEMBL293268,IC50,IC50,10.0,inactive,336.27299999999997,0.4758000000000002,0.0,1.0,5.0
COc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],CHEMBL293751,IC50,IC50,10.0,inactive,322.246,0.46629999999999994,0.0,1.0,5.0
C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],CHEMBL59192,IC50,IC50,1.0,active,300.19599999999997,-0.6311999999999989,0.0,2.0,6.0
COc1cccc(C[N+](C)(C)C)c1.[Br-],CHEMBL300176,IC50,IC50,10.0,inactive,260.17499999999995,-1.094599999999998,0.0,1.0,5.0
COc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],CHEMBL61905,IC50,IC50,10.0,inactive,322.246,0.46629999999999994,0.0,1.0,5.0
C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],CHEMBL58511,IC50,IC50,10.0,inactive,436.34600000000006,0.7224000000000006,0.0,4.0,5.0
COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],CHEMBL59074,IC50,IC50,1.04,intermediate,484.43400000000014,2.2904,0.0,3.0,5.982966660701219
C=C(C)C[N+](C)(C)c1ccccc1O.[Br-],CHEMBL294674,IC50,IC50,10.0,inactive,272.186,-0.46080000000000004,1.0,1.0,5.0
C=CC[N+](C)(C)c1ccc(OC)cc1.[Br-],CHEMBL57842,IC50,IC50,10.0,inactive,272.186,-0.5478999999999994,0.0,1.0,5.0
CC(=O)Oc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],CHEMBL299898,IC50,IC50,10.0,inactive,350.256,0.383,0.0,2.0,5.0
C=CC[N+](C)(C)c1ccccc1O.[Br-],CHEMBL60596,IC50,IC50,1.85,intermediate,258.159,-0.8508999999999998,1.0,1.0,5.732828271596986
COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],CHEMBL62031,IC50,IC50,10.0,inactive,410.3080000000001,0.16620000000000124,0.0,4.0,5.0
COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],CHEMBL60074,IC50,IC50,0.33,active,486.4060000000002,1.7366,0.0,4.0,6.481486060122113
C=CC[N+](C)(C)Cc1cccc(OC)c1.[Br-],CHEMBL59490,IC50,IC50,10.0,inactive,286.21299999999997,-0.5383999999999984,0.0,1.0,5.0
C[N+](C)(Cc1ccccc1)Cc1cccc(O)c1.[Br-],CHEMBL61180,IC50,IC50,10.0,inactive,322.246,0.17280000000000012,1.0,1.0,5.0
COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],CHEMBL60180,IC50,IC50,10.0,inactive,410.30800000000005,0.16620000000000124,0.0,4.0,5.0
C=C(C)C[N+](C)(C)c1ccccc1OC.[Br-],CHEMBL294152,IC50,IC50,10.0,inactive,286.21299999999997,-0.15779999999999883,0.0,1.0,5.0
C=C(C)C[N+](C)(C)c1cccc(OC)c1.[Br-],CHEMBL305386,IC50,IC50,10.0,inactive,286.21299999999997,-0.15779999999999883,0.0,1.0,5.0
C[N+](C)(Cc1ccccc1)c1ccc(O)cc1.[Br-],CHEMBL294897,IC50,IC50,10.0,inactive,308.219,0.16329999999999983,1.0,1.0,5.0
CC(=O)Oc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],CHEMBL58190,IC50,IC50,10.0,inactive,350.256,0.383,0.0,2.0,5.0
CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,IC50,IC50,3.96,intermediate,246.14799999999997,-1.0169999999999997,1.0,1.0,5.402304814074488
C=CC[N+](C)(C)c1ccc(O)cc1.[Br-],CHEMBL58252,IC50,IC50,10.0,inactive,258.159,-0.8508999999999998,1.0,1.0,5.0
C=CC[N+](C)(C)c1ccccc1OC.[Br-],CHEMBL58194,IC50,IC50,1.0,active,272.186,-0.5478999999999994,0.0,1.0,6.0
C=C(C)C[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL61126,IC50,IC50,10.0,inactive,272.186,-0.4608000000000001,1.0,1.0,5.0
COc1ccc(C(=O)CCc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],CHEMBL294251,IC50,IC50,10.0,inactive,408.33600000000007,0.72,0.0,3.0,5.0
C[N+](C)(Cc1ccccc1)c1cccc(O)c1.[Br-],CHEMBL60874,IC50,IC50,10.0,inactive,308.219,0.16330000000000006,1.0,1.0,5.0
C=C(C)C[N+](C)(C)c1ccc(O)cc1.[Br-],CHEMBL294292,IC50,IC50,10.0,inactive,272.186,-0.4608000000000001,1.0,1.0,5.0
C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,CHEMBL299435,IC50,IC50,100.0,inactive,538.6700000000002,2.4433000000000007,0.0,6.0,4.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,CHEMBL305670,IC50,IC50,23.0,active,261.325,1.4317,2.0,4.0,7.638272163982407
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,CHEMBL305670,IC50,IC50,21.0,active,261.325,1.4317,2.0,4.0,7.6777807052660805
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,31.0,active,275.352,1.7739,1.0,4.0,7.508638306165727
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,35.0,active,275.352,1.7739,1.0,4.0,7.455931955649724
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,IC50,150.0,active,365.477,3.3868000000000027,1.0,4.0,6.823908740944319
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,CHEMBL75729,IC50,IC50,220.0,active,365.477,3.3868000000000027,1.0,4.0,6.657577319177793
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,IC50,230.0,active,367.4490000000001,3.675200000000002,1.0,5.0,6.638272163982407
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL74950,IC50,IC50,350.0,active,367.4490000000001,3.675200000000002,1.0,5.0,6.455931955649724
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,IC50,15.0,active,373.54100000000017,4.5046000000000035,1.0,4.0,7.823908740944319
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL74107,IC50,IC50,16.0,active,373.54100000000017,4.5046000000000035,1.0,4.0,7.795880017344075
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,22000.0,inactive,275.352,1.7739,1.0,4.0,4.657577319177793
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,25000.0,inactive,275.352,1.7739,1.0,4.0,4.6020599913279625
CC(=O)N1C(=O)[C@@H](C)[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,CHEMBL301610,IC50,IC50,100.0,inactive,512.6320000000002,2.053200000000001,0.0,6.0,4.0
